SQLDATE,YEAR,MonthYear,Actor1Name,Actor1Type1Code,Actor2Name,Actor2Type1Code,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,SOURCEURL
20250101,2025,202501,BENIN,,NIGERIEN,,40,40,4,1,1.0,2,1,2,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,BENIN,,TERRORIST,UAF,10,10,1,1,0.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,TERRORIST,UAF,BENIN,,112,112,11,3,-2.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,BENIN,,RESIDENTS,CVL,173,173,17,4,-5.0,5,1,5,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,,GOVERNMENT,GOV,173,173,17,4,-5.0,5,1,5,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,,KAMBA,,42,42,4,1,1.9,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,GOV,ADMINISTRATION,GOV,51,51,5,1,3.4,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,GOV,ADMINISTRATION,GOV,110,110,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,GOV,ADMINISTRATION,GOV,111,111,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,BENIN,GOV,KAMBA,,42,42,4,1,1.9,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,COMMUNITY,CVL,GOVERNOR,GOV,51,51,5,1,3.4,10,1,10,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,RESIDENTS,CVL,KAMBA,,51,51,5,1,3.4,10,1,10,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,GOVERNOR,GOV,BENIN,,51,51,5,1,3.4,2,1,2,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,GOVERNOR,GOV,BENIN,,110,110,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,GOVERNOR,GOV,BENIN,,111,111,11,3,-2.0,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,GOVERNOR,GOV,KAMBA,,42,42,4,1,1.9,8,1,8,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,KAMBA,,BENIN,,43,43,4,1,2.8,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,KAMBA,,BENIN,GOV,43,43,4,1,2.8,1,1,1,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,KAMBA,,GOVERNOR,GOV,43,43,4,1,2.8,8,1,8,3.21637426900585,1,Benin,BN,BN,9.5,2.25,https://dailypost.ng/2025/01/01/kebbi-state-secures-release-of-12-indigenes-detained-in-benin-republic/
20250101,2025,202501,MEDIA,MED,MINIST OF FOREIGN AFFAIRS,GOV,40,40,4,1,1.0,2,1,2,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,TERRORIST,UAF,BENIN,,112,112,11,3,-2.0,2,1,2,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,BENIN,,NIGER,,40,40,4,1,1.0,3,1,3,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
20250101,2025,202501,BENIN,,TERRORIST,UAF,10,10,1,1,0.0,1,1,1,-7.90123456790123,1,Benin,BN,BN,9.5,2.25,https://saharareporters.com/2025/01/01/benin-summons-niger-republic-envoy-over-terrorism-claims
